shots,run_id,overall_acc,macro_acc
1,0,0.8028169014084507,0.616676275127279
1,1,0.7623239436619719,0.5909665953809061
1,2,0.8257042253521126,0.7258954394180396
1,3,0.8221830985915493,0.6861389554700035
1,4,0.7376760563380281,0.49755966707393806
1,5,0.6408450704225352,0.5590576956624392
1,6,0.8732394366197183,0.7271513294948788
1,7,0.7922535211267606,0.5916206111105755
1,8,0.7411971830985915,0.5584790975341903
1,9,0.7095070422535211,0.6074312714253929
1,10,0.7658450704225352,0.6841337957937377
1,11,0.7940140845070423,0.6649133527149977
1,12,0.426056338028169,0.5096779031521461
1,13,0.7887323943661971,0.6985982068762256
1,14,0.8204225352112676,0.6781193581105251
1,15,0.8257042253521126,0.7719968381159878
1,16,0.7711267605633803,0.5948132947709412
1,17,0.7834507042253521,0.6711108488116289
1,18,0.8838028169014085,0.7317018029927664
1,19,0.7940140845070423,0.688405149673108
1,20,0.8133802816901409,0.622335099143432
1,21,0.2904929577464789,0.42082426816650387
1,22,0.8345070422535211,0.7186605057073694
1,23,0.36795774647887325,0.33819213482834054
1,24,0.7095070422535211,0.4953902049052977
1,25,0.8485915492957746,0.7992021514340195
1,26,0.8309859154929577,0.6534163748324916
1,27,0.7588028169014085,0.6025250438542997
1,28,0.846830985915493,0.716932460961865
1,29,0.7341549295774648,0.6419955009814545
1,30,0.7165492957746479,0.5967201623444507
1,31,0.7869718309859155,0.6473626897312155
1,32,0.7764084507042254,0.7264821460012376
1,33,0.795774647887324,0.6591885456104218
1,34,0.823943661971831,0.645726977627591
1,35,0.8380281690140845,0.6850472274793924
1,36,0.7904929577464789,0.6854494130851477
1,37,0.7658450704225352,0.5635582703759974
1,38,0.5721830985915493,0.45082796568436345
1,39,0.8591549295774648,0.7033465048339184
1,40,0.6514084507042254,0.4916808188261803
1,41,0.8221830985915493,0.6335002739011901
1,42,0.8397887323943662,0.7308535470601932
1,43,0.7570422535211268,0.599379872073776
1,44,0.7887323943661971,0.6199092748524886
1,45,0.7904929577464789,0.6968625801988207
1,46,0.7975352112676056,0.6803921982045549
1,47,0.8028169014084507,0.7581945668188015
1,48,0.7992957746478874,0.6623695092577417
1,49,0.31161971830985913,0.38925261621112517
1,50,0.7764084507042254,0.5970366416983977
1,51,0.7165492957746479,0.5692456904439483
1,52,0.6408450704225352,0.5138441942323714
1,53,0.6866197183098591,0.6370778459101203
1,54,0.7887323943661971,0.6393069104878679
1,55,0.721830985915493,0.6265412772697208
1,56,0.75,0.6229385881612846
1,57,0.75,0.578171032252571
1,58,0.7059859154929577,0.6081354355503183
1,59,0.8362676056338029,0.7795384344508758
1,60,0.7077464788732394,0.6285597521288614
1,61,0.6883802816901409,0.5902370216436699
