shots,species,acc_mean,acc_std,acc_ci95,n_runs
1,Amblyomma americanum,0.4612359550561797,0.17602181248745685,0.03450027524754154,100
3,Amblyomma americanum,0.6640229885057471,0.15426224461842783,0.030235399945211856,100
5,Amblyomma americanum,0.7214117647058823,0.13365673268027237,0.026196719605333384,100
10,Amblyomma americanum,0.7496250000000003,0.09759505532163155,0.019128630843039784,100
1,Dermacentor variabilis,0.8627687296416938,0.16456890288262957,0.03225550496499539,100
3,Dermacentor variabilis,0.8827213114754098,0.047110740234434414,0.009233705085949145,100
5,Dermacentor variabilis,0.8802640264026406,0.04162768496448559,0.008159026253039174,100
10,Dermacentor variabilis,0.8843959731543624,0.03143364905269153,0.00616099521432754,100
1,Haemaphysalis longicornis,0.4564705882352941,0.2130564025147947,0.04175905489289976,100
3,Haemaphysalis longicornis,0.5834375,0.18975157993978986,0.03719130966819881,100
5,Haemaphysalis longicornis,0.6713333333333331,0.19407728683695386,0.03803914822004295,100
10,Haemaphysalis longicornis,0.8256,0.1383913350472551,0.027124701669261998,100
1,Ixodes scapularis,0.7335507246376813,0.21221039327672547,0.04159323708223819,100
3,Ixodes scapularis,0.8288235294117646,0.13395283104545067,0.02625475488490833,100
5,Ixodes scapularis,0.8668656716417911,0.089613276349446,0.017564202164491415,100
10,Ixodes scapularis,0.8955038759689924,0.05904193578687329,0.011572219414227165,100
