sample_id,species_true,n_rows,n_correct,n_incorrect,incorrect_rate,most_common_wrong_pred,n_incorrect_to_most_common,mean_conf_to_most_common,mean_conf_overall,err_by_shot_1,err_by_shot_3,err_by_shot_5,err_by_shot_10,err_by_shot_25,err_by_shot_35,sex,life_stage,attached,dorsal_image_path,ventral_image_path
T7844,Dermacentor variabilis,575,3,572,0.9947826086956522,Haemaphysalis leporispalustris,333,0.3779963611747069,0.3771223604715109,0.98989898989899,0.99,1.0,0.9895833333333334,1.0,1.0,,Nymph,"Yes, unknown length of time",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T7844-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T7844-02.jpg
T7843,Dermacentor variabilis,575,6,569,0.9895652173913043,Haemaphysalis leporispalustris,306,0.35167473347048195,0.33946657742998104,0.96,0.98989898989899,0.98989898989899,1.0,1.0,1.0,,Nymph,"Yes, unknown length of time",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T7843-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T7843-02.jpg
T7845,Dermacentor variabilis,578,8,570,0.986159169550173,Amblyomma americanum,438,0.5292604223707638,0.45909373069887394,0.98,0.97,0.9696969696969697,1.0,1.0,1.0,,Nymph,"Yes, unknown length of time",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T7845-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T7845-02.jpg
T14517-02,Dermacentor variabilis,577,9,568,0.9844020797227037,Haemaphysalis leporispalustris,391,0.45741897472511206,0.4240421761691507,0.9292929292929293,1.0,0.9897959183673469,0.98989898989899,1.0,1.0,,Larva,No,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14517-02-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14517-02-02.jpg
T14512,Dermacentor variabilis,576,9,567,0.984375,Haemaphysalis leporispalustris,479,0.5986462507378589,0.5420299251058438,0.9494949494949495,0.9696969696969697,0.98989898989899,1.0,1.0,1.0,,Larva,No,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14512-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14512-02.jpg
T14497,Dermacentor variabilis,577,11,566,0.9809358752166378,Haemaphysalis leporispalustris,341,0.40040608007896955,0.4078049636816711,0.95,0.98,0.9696969696969697,0.9897959183673469,1.0,1.0,,Larva,No,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14497-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14497-02.jpg
T14551,Dermacentor variabilis,577,12,565,0.9792027729636048,Haemaphysalis leporispalustris,369,0.4225969746807973,0.41022432699294903,0.94,0.98989898989899,0.9595959595959596,0.9895833333333334,1.0,1.0,,Larva,No,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14551-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14551-02.jpg
T14540,Dermacentor variabilis,575,12,563,0.9791304347826087,Haemaphysalis leporispalustris,428,0.5109295440523097,0.4581339563604879,0.94,0.9693877551020408,0.9696969696969697,1.0,1.0,1.0,,Larva,No,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14540-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14540-02.jpg
T14517-01,Dermacentor variabilis,577,13,564,0.9774696707105719,Amblyomma americanum,278,0.5087010040428883,0.42581004641292863,0.9292929292929293,0.9696969696969697,0.9797979797979798,0.98989898989899,1.0,1.0,,Larva,No,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14517-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14517-01-02.jpg
T14511,Dermacentor variabilis,574,13,561,0.9773519163763066,Amblyomma americanum,278,0.4860805147321152,0.42780002571892967,0.93,0.97,0.9693877551020408,1.0,1.0,1.0,,Larva,No,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14511-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14511-02.jpg
T14534,Dermacentor variabilis,569,15,554,0.9736379613356766,Haemaphysalis leporispalustris,454,0.5609218795973872,0.500483395201665,0.898989898989899,0.9595959595959596,0.9896907216494846,1.0,1.0,1.0,,Larva,No,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14534-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14534-02.jpg
T14496,Dermacentor variabilis,583,17,566,0.9708404802744426,Haemaphysalis leporispalustris,400,0.44488570324121623,0.4067827048543736,0.92,0.97,0.9595959595959596,0.9797979797979798,1.0,1.0,,Larva,No,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14496-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14496-02.jpg
T14578,Dermacentor variabilis,563,17,546,0.9698046181172292,Haemaphysalis leporispalustris,448,0.5783019611299594,0.5149092459616577,0.8979591836734694,0.9595959595959596,0.9696969696969697,1.0,1.0,1.0,,Larva,No,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14578-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T14578-02.jpg
ZOE-0079-09,Amblyomma americanum,539,20,519,0.9628942486085343,Dermacentor variabilis,497,0.5049450537984772,0.4832499610894502,0.9191919191919192,0.8979591836734694,0.9795918367346939,1.0,1.0,1.0,Male,Adult,Yes,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0079-09-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0079-09-02.jpg
ZOE-0079-04,Amblyomma americanum,535,24,511,0.9551401869158879,Dermacentor variabilis,413,0.4295739295500063,0.3989372856425619,0.92,0.9157894736842105,0.967032967032967,0.978494623655914,0.975609756097561,0.9864864864864865,Male,Adult,Yes,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0079-04-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0079-04-02.jpg
T19730,Dermacentor variabilis,581,29,552,0.9500860585197934,Amblyomma americanum,290,0.3958753927518926,0.3512960396788489,0.9090909090909091,0.9797979797979798,0.96,0.9690721649484536,0.9368421052631579,0.945054945054945,,Nymph,No,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T19730-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T19730-02.jpg
ZOE-0096-01,Dermacentor variabilis,573,32,541,0.944153577661431,Amblyomma americanum,405,0.4160610543213035,0.36703393387588623,0.88,0.9387755102040817,0.9183673469387755,0.9489795918367347,1.0,0.9886363636363636,Female,Adult,No,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0096-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0096-01-02.jpg
ZOE-0020-02,Dermacentor variabilis,579,35,544,0.9395509499136442,Amblyomma americanum,400,0.40962745216110336,0.36423266576453356,0.78,0.9393939393939394,0.9494949494949495,0.9797979797979798,1.0,1.0,Female,Adult,Yes,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0020-02-1.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0020-02-2.jpg
37-07,Dermacentor variabilis,581,38,543,0.9345955249569707,Amblyomma americanum,291,0.39573280145526324,0.36432909993322016,0.85,0.9393939393939394,0.8787878787878788,0.9595959595959596,0.9895833333333334,1.0,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/37-07-1.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/37-07-2.jpg
T19731,Dermacentor variabilis,575,43,532,0.9252173913043479,Haemaphysalis longicornis,281,0.3821134771121682,0.3518008899729549,0.83,0.9292929292929293,0.9387755102040817,0.9690721649484536,0.967391304347826,0.9213483146067416,,Nymph,No,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T19731-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T19731-02.jpg
ZOE-0021-03,Dermacentor variabilis,575,43,532,0.9252173913043479,Amblyomma americanum,392,0.39775306831375545,0.35689027269429824,0.76,0.93,0.9191919191919192,0.9897959183673469,0.9770114942528736,0.989010989010989,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0021-03-1.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0021-03-02.jpg
261-01,Dermacentor variabilis,571,43,528,0.9246935201401051,Amblyomma americanum,364,0.3910389888827718,0.3483735755290533,0.78,0.8979591836734694,0.9393939393939394,0.9693877551020408,0.989010989010989,0.9882352941176471,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/261-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/261-01-02.jpg
563-01,Haemaphysalis longicornis,443,35,408,0.9209932279909706,Amblyomma americanum,199,0.3387623159116577,0.3113511825636607,0.8080808080808081,0.8888888888888888,0.9456521739130435,0.9876543209876543,1.0,1.0,Female,Adult,"Yes, unknown length of time",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/563-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/563-01-02.jpg
598-01,Ixodes scapularis,558,50,508,0.910394265232975,Amblyomma americanum,226,0.3643774886868766,0.3256024891238488,0.84,0.845360824742268,0.8556701030927835,0.9591836734693877,0.9882352941176471,1.0,Female,Adult,"Yes, unknown length of time",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/598-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/598-01-02.jpg
310-01,Dermacentor variabilis,582,54,528,0.9072164948453608,Amblyomma americanum,380,0.402410302215375,0.3536300495872948,0.65,0.92,0.92,0.9795918367346939,0.9895833333333334,1.0,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/310-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/310-01-02.jpg
215-01,Dermacentor variabilis,570,57,513,0.9,Amblyomma americanum,347,0.37627026804515046,0.33294113113866713,0.73,0.91,0.8762886597938144,0.9591836734693877,0.9666666666666667,0.9764705882352941,Male,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/215-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/215-01-02.jpg
234-01,Amblyomma americanum,544,55,489,0.8988970588235294,Haemaphysalis longicornis,384,0.5406980778880269,0.46194785309427094,0.91,0.8421052631578947,0.8247422680412371,0.8695652173913043,0.975,1.0,,Nymph,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/234-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/234-01-02.jpg
OPL-0102-05,Haemaphysalis longicornis,431,49,382,0.8863109048723898,Amblyomma americanum,256,0.3774227186204877,0.32598387576548715,0.7142857142857143,0.8571428571428571,0.9230769230769231,0.9873417721518988,1.0,1.0,Female,Adult,Yes,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/OPL-0102-05-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/OPL-0102-05-02.jpg
296-01,Ixodes scapularis,552,70,482,0.8731884057971014,Amblyomma americanum,391,0.4198525285419676,0.3717645905885515,0.8080808080808081,0.82,0.8144329896907216,0.9072164948453608,0.9418604651162791,0.9863013698630136,,Nymph,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/296-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/296-01-02.jpg
561-01,Ixodes scapularis,556,72,484,0.8705035971223022,Amblyomma americanum,384,0.41665811290791605,0.366825876868537,0.8181818181818182,0.826530612244898,0.8020833333333334,0.9032258064516129,0.9325842696629213,0.9629629629629629,,Larva,"Yes, unknown length of time",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/561-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/561-01-02.jpg
GLN-0087-15,Haemaphysalis longicornis,443,59,384,0.8668171557562077,Dermacentor variabilis,273,0.3743745764066197,0.3368751178782664,0.8762886597938144,0.8387096774193549,0.8333333333333334,0.8918918918918919,0.9090909090909091,0.8823529411764706,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/GLN-0087-15-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/GLN-0087-15-02.jpg
52-03,Haemaphysalis longicornis,453,61,392,0.8653421633554084,Haemaphysalis leporispalustris,350,0.4231430220972928,0.39308472896908897,0.7525773195876289,0.8125,0.8315789473684211,0.9651162790697675,1.0,1.0,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/52-03-1.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/52-03-2.jpg
405-01,Amblyomma americanum,544,74,470,0.8639705882352942,Haemaphysalis longicornis,293,0.42942348187836654,0.36506519209680893,0.8787878787878788,0.8958333333333334,0.8181818181818182,0.7659574468085106,0.9024390243902439,0.9459459459459459,,Nymph,"Yes, less than 24 hours",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/405-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/405-01-02.jpg
486-01,Dermacentor variabilis,575,79,496,0.8626086956521739,Ixodes scapularis,477,0.5102571946322679,0.47178422085971194,0.71,0.7628865979381443,0.8282828282828283,0.9473684210526315,0.967741935483871,0.978021978021978,Female,Adult,"Yes, less than 24 hours",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/486-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/486-01-02.jpg
409-01,Dermacentor variabilis,578,81,497,0.8598615916955017,Ixodes scapularis,281,0.33075688183011914,0.3092116458009179,0.72,0.8469387755102041,0.797979797979798,0.898989898989899,0.968421052631579,0.9425287356321839,Male,Adult,"Yes, less than 24 hours",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/409-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/409-01-02.jpg
514-01,Ixodes scapularis,563,86,477,0.8472468916518651,Amblyomma americanum,391,0.4172934220265433,0.37077012751033184,0.797979797979798,0.7938144329896907,0.78,0.875,0.9186046511627907,0.9411764705882353,,Nymph,"Yes, unknown length of time",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/514-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/514-01-02.jpg
37-05,Dermacentor variabilis,571,89,482,0.8441330998248686,Amblyomma americanum,310,0.38684096302297455,0.3429238341908917,0.72,0.8061224489795918,0.7959183673469388,0.8877551020408163,0.9438202247191011,0.9318181818181818,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/37-05-1.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/37-05-2.jpg
320-01,Dermacentor variabilis,579,102,477,0.8238341968911918,Ixodes scapularis,370,0.43205732349842746,0.38513872386838993,0.74,0.797979797979798,0.797979797979798,0.8367346938775511,0.8829787234042553,0.898876404494382,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/320-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/320-01-02.jpg
OPL-0098-01,Haemaphysalis longicornis,454,81,373,0.8215859030837004,Dermacentor variabilis,339,0.40629684886674977,0.3745756783050751,0.7575757575757576,0.8061224489795918,0.7816091954022989,0.8433734939759037,0.9107142857142857,0.967741935483871,Female,Adult,Yes,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/OPL-0098-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/OPL-0098-01-02.jpg
T4793,Amblyomma americanum,538,97,441,0.8197026022304833,Haemaphysalis leporispalustris,408,0.5426743145873854,0.49128466690472417,0.7777777777777778,0.7653061224489796,0.7395833333333334,0.7553191489361702,0.9534883720930233,1.0,,Larva,"Yes, unknown length of time",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T4793-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/T4793-02.jpg
324-01,Dermacentor variabilis,571,104,467,0.8178633975481612,Amblyomma americanum,304,0.35310091899469087,0.32138458661582575,0.65,0.84,0.86,0.8877551020408163,0.8777777777777778,0.7951807228915663,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/324-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/324-01-02.jpg
ZOE-0024-17,Ixodes scapularis,545,104,441,0.8091743119266055,Amblyomma americanum,322,0.39402028244306486,0.34992962363282765,0.8673469387755102,0.7708333333333334,0.7684210526315789,0.7391304347826086,0.8636363636363636,0.8552631578947368,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0024-17-1.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0024-17-2.jpg
ZOE-0079-08,Amblyomma americanum,529,103,426,0.8052930056710775,Haemaphysalis longicornis,303,0.3596234963538235,0.3310563346546969,0.88,0.8105263157894737,0.776595744680851,0.6989247311827957,0.8472222222222222,0.8266666666666667,Female,Adult,Yes,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0079-08-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0079-08-02.jpg
133-02,Dermacentor variabilis,579,116,463,0.7996545768566494,Amblyomma americanum,299,0.4193010048237934,0.364747462659536,0.62,0.8383838383838383,0.8367346938775511,0.8775510204081632,0.7835051546391752,0.8505747126436781,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/133-02-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/133-02-02.jpg
ZOE-0014-01,Amblyomma americanum,536,109,427,0.7966417910447762,Haemaphysalis longicornis,261,0.3521969587435391,0.34716623217107007,0.88,0.898989898989899,0.851063829787234,0.8241758241758241,0.6329113924050633,0.6164383561643836,Male,Adult,Yes,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0014-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0014-01-02.jpg
ZOE-0097-01,Dermacentor variabilis,568,118,450,0.7922535211267606,Haemaphysalis longicornis,384,0.43588826837382655,0.39190861515708275,0.7,0.7525773195876289,0.7575757575757576,0.7373737373737373,0.9230769230769231,0.9146341463414634,Female,Adult,Yes,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0097-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0097-01-02.jpg
ZOE-0084-05,Dermacentor variabilis,581,129,452,0.7779690189328744,Amblyomma americanum,373,0.4324029615673979,0.37945425853018566,0.6,0.7575757575757576,0.73,0.8484848484848485,0.9010989010989011,0.8478260869565217,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0084-05-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0084-05-02.jpg
ZOE-0070-01,Ixodes scapularis,550,123,427,0.7763636363636364,Amblyomma americanum,281,0.3374077683843285,0.3071201627611411,0.8383838383838383,0.6947368421052632,0.7578947368421053,0.7473684210526316,0.8117647058823529,0.8148148148148148,Female,Adult,Yes,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0070-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0070-01-02.jpg
132-01,Dermacentor variabilis,575,135,440,0.7652173913043478,Amblyomma americanum,341,0.45133170999386346,0.3835305789605667,0.74,0.65,0.6464646464646465,0.7551020408163265,0.9325842696629213,0.898876404494382,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/132-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/132-01-02.jpg
GLN-0087-12,Haemaphysalis longicornis,453,109,344,0.7593818984547461,Dermacentor variabilis,197,0.30831125860926484,0.3164801576064138,0.7777777777777778,0.7021276595744681,0.782608695652174,0.8192771084337349,0.7708333333333334,0.6486486486486487,,Nymph,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/GLN-0087-12-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/GLN-0087-12-02.jpg
ZOE-0024-01,Ixodes scapularis,553,137,416,0.7522603978300181,Amblyomma americanum,316,0.37630846199256485,0.33870069372614303,0.71,0.77,0.7272727272727273,0.7872340425531915,0.7738095238095238,0.75,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0024-01-1.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0024-01-2.jpg
462-01,Dermacentor variabilis,578,146,432,0.7474048442906575,Amblyomma americanum,336,0.3955056052669189,0.35870960442055944,0.7272727272727273,0.7272727272727273,0.7551020408163265,0.8247422680412371,0.7578947368421053,0.6888888888888889,Female,Adult,"Yes, 24+ hours",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/462-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/462-01-02.jpg
20-01,Dermacentor variabilis,576,152,424,0.7361111111111112,Amblyomma americanum,283,0.4035341821606227,0.3608876275610668,0.59,0.79,0.78,0.8163265306122449,0.7065217391304348,0.7325581395348837,Male,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/20-01-1.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/20-01-2.jpg
ZOE-0025-03,Ixodes scapularis,562,149,413,0.7348754448398577,Amblyomma americanum,323,0.3778114175057262,0.3443078230945024,0.68,0.75,0.7216494845360825,0.7872340425531915,0.7558139534883721,0.7176470588235294,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0025-03-1.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0025-03-2.jpg
62-01,Haemaphysalis longicornis,458,122,336,0.7336244541484717,Ixodes scapularis,116,0.2959782100255429,0.3011275569898312,0.72,0.7446808510638298,0.7415730337078652,0.7380952380952381,0.7796610169491526,0.625,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/62-01-1.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/62-01-2.jpg
330-01,Ixodes scapularis,557,149,408,0.7324955116696589,Amblyomma americanum,172,0.3283957899943777,0.307270327214252,0.68,0.6836734693877551,0.5918367346938775,0.7755102040816326,0.8505747126436781,0.8552631578947368,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/330-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/330-01-02.jpg
52-02,Haemaphysalis longicornis,452,122,330,0.7300884955752213,Amblyomma americanum,255,0.4021186952335365,0.3530979613784999,0.6363636363636364,0.75,0.7078651685393258,0.7857142857142857,0.8269230769230769,0.71875,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/52-02-1.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/52-02-2.jpg
GLN-0087-13,Haemaphysalis longicornis,447,123,324,0.7248322147651006,Amblyomma americanum,227,0.3969038326127248,0.3533563212021962,0.6767676767676768,0.7415730337078652,0.7,0.8076923076923077,0.711864406779661,0.71875,,Nymph,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/GLN-0087-13-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/GLN-0087-13-02.jpg
GLN-0087-11,Haemaphysalis longicornis,435,125,310,0.7126436781609196,Amblyomma americanum,208,0.37481892092600194,0.32992670290770176,0.6565656565656566,0.7096774193548387,0.75,0.7368421052631579,0.6938775510204082,0.7666666666666667,,Nymph,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/GLN-0087-11-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/GLN-0087-11-02.jpg
428-01,Amblyomma americanum,536,156,380,0.7089552238805971,Dermacentor variabilis,191,0.33708639258179274,0.30611001189991227,0.8686868686868687,0.7244897959183674,0.7553191489361702,0.5638297872340425,0.631578947368421,0.68,,Nymph,"Yes, less than 24 hours",/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/428-01-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/428-01-02.jpg
ZOE-0014-20,Amblyomma americanum,549,165,384,0.6994535519125683,Haemaphysalis longicornis,277,0.3450148370370683,0.3388454047868225,0.82,0.8762886597938144,0.7346938775510204,0.711340206185567,0.4594594594594595,0.5060240963855421,Male,Adult,Yes,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0014-20-01.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/ZOE-0014-20-02.jpg
52-01,Haemaphysalis longicornis,451,146,305,0.6762749445676275,Amblyomma americanum,202,0.36976668563842163,0.3350769863278186,0.6632653061224489,0.6989247311827957,0.6853932584269663,0.7407407407407407,0.7090909090909091,0.42857142857142855,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/52-01-1.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/52-01-2.jpg
29-02,Haemaphysalis longicornis,441,144,297,0.673469387755102,Amblyomma americanum,219,0.39651044262547464,0.33858656000323956,0.5102040816326531,0.7032967032967034,0.6590909090909091,0.8024691358024691,0.7692307692307693,0.6451612903225806,Female,Adult,,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/29-02-1.jpg,/fs/ess/PAS2136/jjivandas/projects/tick_classification_project/data/raw/idi/29-02-2.jpg
