shots,mean_macro,std_macro,ci95_macro,n_runs_macro,mean_overall,std_overall,ci95_overall,n_runs_overall
1,0.4949214362340654,0.08243452244822762,0.01615716639985261,100,0.5398324022346368,0.1332078431317152,0.026108737253816176,100
3,0.6496666227946885,0.04848455995489889,0.009502973751160182,100,0.6976487252124646,0.0688427660052877,0.013493182137036389,100
5,0.7225652393634809,0.04037514599495313,0.007913528615010813,100,0.7642097701149424,0.03542054123456167,0.006942426081974087,100
10,0.797601950914516,0.032826626001463084,0.006434018696286765,100,0.8239344262295082,0.030115528096205442,0.005902643506856266,100
25,0.8685132638606767,0.021361044633030637,0.004186764748074005,100,0.8731208053691276,0.018241394041964815,0.0035753132322251034,100
35,0.8907028861161815,0.025529121435876267,0.005003707801431748,100,0.887875457875458,0.018077754246589098,0.003543239832331463,100
