shots,mean_macro,std_macro,ci95_macro,n_runs_macro,mean_overall,std_overall,ci95_overall,n_runs_overall
1,0.6285064993927122,0.09366413736542559,0.018358170923623414,100,0.7441373239436622,0.10881797351890428,0.02132832280970524,100
3,0.7397513323482303,0.05456414218037648,0.010694571867353791,100,0.8185535714285714,0.04124703268251364,0.008084418405772674,100
5,0.7849686990209118,0.03869088955227875,0.007583414352246635,100,0.841195652173913,0.03611202910603184,0.0070779577047822406,100
10,0.8387812122808385,0.030573553077523713,0.005992416403194647,100,0.8640601503759398,0.024445406616814595,0.004791299696895661,100
25,0.8892805849224856,0.027873310892256444,0.005463168934882263,100,0.9023940677966102,0.015138398527566467,0.0029671261114030275,100
