shots,species,acc_mean,acc_std,acc_ci95,n_runs
1,Dermacentor variabilis,0.7834384858044163,0.24832073861621518,0.048670864768778174,100
1,Ixodes scapularis,0.7699421965317917,0.20821733213408122,0.04081059709827992,100
1,Amblyomma americanum,0.30569105691056914,0.14391239075720058,0.028206828588411316,100
1,Haemaphysalis leporispalustris,0.5996153846153846,0.17928685124233293,0.03514022284349726,100
1,Haemaphysalis longicornis,0.47549019607843135,0.18915022824691383,0.03707344473639511,100
3,Dermacentor variabilis,0.8792698412698412,0.04398501633131206,0.008621063200937164,100
3,Ixodes scapularis,0.9009941520467837,0.0657653751782816,0.012890013534943193,100
3,Amblyomma americanum,0.5338016528925619,0.13186617374964466,0.02584577005493035,100
3,Haemaphysalis leporispalustris,0.7783999999999999,0.166161172821858,0.03256758987308417,100
3,Haemaphysalis longicornis,0.6955102040816327,0.1826900538243019,0.03580725054956317,100
5,Dermacentor variabilis,0.8830990415335462,0.03084582064241982,0.006045780845914285,100
5,Ixodes scapularis,0.9290532544378697,0.0439472180685451,0.008613654741434839,100
5,Amblyomma americanum,0.6554621848739497,0.10713723977545124,0.020998898995988443,100
5,Haemaphysalis leporispalustris,0.825625,0.13158360414333178,0.025790386412093032,100
5,Haemaphysalis longicornis,0.7617021276595745,0.15870167502333474,0.03110552830457361,100
10,Dermacentor variabilis,0.9008766233766233,0.026767267925931988,0.005246384513482669,100
10,Ixodes scapularis,0.9535975609756097,0.026485158578846948,0.005191091081454002,100
10,Amblyomma americanum,0.7642105263157895,0.07782473110374498,0.015253647296334017,100
10,Haemaphysalis leporispalustris,0.919767441860465,0.06761013570452203,0.013251586598086318,100
10,Haemaphysalis longicornis,0.8473809523809522,0.0746887078372834,0.014638986736107546,100
25,Dermacentor variabilis,0.9105119453924915,0.01940744987341035,0.003803860175188429,100
25,Ixodes scapularis,0.9685906040268456,0.01729935313119344,0.003390673213713914,100
25,Amblyomma americanum,0.8505050505050504,0.050657864925395625,0.009928941525377542,100
25,Haemaphysalis leporispalustris,0.9546428571428569,0.03759650538372742,0.007368915055210574,100
25,Haemaphysalis longicornis,0.8903703703703701,0.06942380289311278,0.013607065367050105,100
35,Dermacentor variabilis,0.9158303886925796,0.01623081165776863,0.003181239084922651,100
35,Ixodes scapularis,0.9697841726618703,0.016677210812213013,0.0032687333191937507,100
35,Amblyomma americanum,0.8819101123595503,0.040290707358116115,0.007896978642190758,100
35,Haemaphysalis leporispalustris,0.965,0.03840487638946501,0.007527355772335142,100
35,Haemaphysalis longicornis,0.9029411764705882,0.08623196163591262,0.016901464480638874,100
