shots,mean_macro,std_macro,ci95_macro,n_runs_macro,mean_overall,std_overall,ci95_overall,n_runs_overall
1,0.6188314603442626,0.08241952924725345,0.016154227732461675,100,0.715474956822107,0.11442247646243686,0.022426805386637626,100
3,0.7473728191677763,0.04797331574548063,0.009402769886114203,100,0.8110544815465728,0.048716262428582686,0.009548387436002207,100
5,0.7958784904770592,0.04084993113901327,0.0080065865032466,100,0.8402683363148478,0.03986059694715668,0.007812677001642709,100
10,0.8507750870683202,0.028787856364903393,0.005642419847521065,100,0.8761985018726592,0.024144982996981566,0.004732416667408387,100
20,0.8897241377296777,0.03276163508630647,0.006421280476916069,100,0.9072107438016528,0.014951249747536073,0.0029304449505170704,100
