shots,mean_macro,std_macro,ci95_macro,n_runs_macro,mean_overall,std_overall,ci95_overall,n_runs_overall
1,0.5888531844240521,0.08603675505962051,0.01686320399168562,100,0.6994453781512604,0.1086561820091955,0.021296611673802316,100
3,0.7268530061572395,0.050224882303355166,0.009844076931457613,100,0.8046153846153844,0.040560763655402884,0.007949909676458965,100
5,0.778846684079791,0.03569056902656584,0.006995351529206904,100,0.8351304347826087,0.029751152649886838,0.00583122591937782,100
10,0.8394237968021089,0.02639905565436123,0.005174214908254801,100,0.8621454545454545,0.023898916157543654,0.004684187566878556,100
20,0.8775563842203548,0.030401432482163433,0.005958680766504033,100,0.89,0.0157787736205859,0.0030926396296348368,100
