shots,mean_macro,std_macro,ci95_macro,n_runs_macro,mean_overall,std_overall,ci95_overall,n_runs_overall
1,0.569377040003251,0.0639214932562839,0.012528612678231644,100,0.5825830258302583,0.12088068846402836,0.023692614938949558,100
3,0.7389518182958895,0.041031388351057976,0.008042152116807364,100,0.7598745294855711,0.03933745858542519,0.007710141882743337,100
5,0.7960777287934168,0.03353008784967048,0.006571897218535414,100,0.8136107554417414,0.02873259712756938,0.005631589037003598,100
10,0.861674250875504,0.02241089422519067,0.004392535268137371,100,0.8630229419703103,0.01977587055451951,0.003876070628685824,100
20,0.9058462622196133,0.017918500695597427,0.003512026136337096,100,0.893872919818457,0.012754604727217284,0.0024999025265345877,100
