shots,species,acc_mean,acc_std,acc_ci95,n_runs
1,Amblyomma americanum,0.23609756097560974,0.11635582699725723,0.022805742091462418,100
3,Amblyomma americanum,0.5107438016528927,0.1563753865774019,0.030649575769170774,100
5,Amblyomma americanum,0.6452100840336135,0.13374409511799512,0.026213842643127046,100
10,Amblyomma americanum,0.8035964912280701,0.089046271805719,0.017453069273920922,100
20,Amblyomma americanum,0.875576923076923,0.05444122565102215,0.010670480227600341,100
1,Amblyomma maculatum,0.9063999999999999,0.1468560760428627,0.028783790904401085,100
3,Amblyomma maculatum,0.9086956521739131,0.09543633571264536,0.01870552179967849,100
5,Amblyomma maculatum,0.9295238095238093,0.06818178000716615,0.013363628881404566,100
10,Amblyomma maculatum,0.9525,0.03338064823767922,0.006542607054585128,100
20,Amblyomma maculatum,0.9683333333333334,0.06571287406727709,0.01287972331718631,100
1,Dermacentor variabilis,0.7313564668769716,0.2516594323264241,0.04932524873597913,100
3,Dermacentor variabilis,0.8376825396825397,0.056915542025311586,0.01115544623696107,100
5,Dermacentor variabilis,0.859744408945687,0.03808908559494657,0.007465460776609529,100
10,Dermacentor variabilis,0.8698376623376624,0.03625458891147712,0.007105899426649515,100
20,Dermacentor variabilis,0.8805704697986576,0.02457193559752798,0.004816099377115485,100
1,Haemaphysalis leporispalustris,0.46596153846153837,0.15921233316316716,0.031205617299980764,100
3,Haemaphysalis leporispalustris,0.7112000000000002,0.18284662668173263,0.035837938829619595,100
5,Haemaphysalis leporispalustris,0.7914583333333334,0.13477151420446834,0.026415216784075792,100
10,Haemaphysalis leporispalustris,0.8813953488372094,0.08792090849652393,0.01723249806531869,100
20,Haemaphysalis leporispalustris,0.9493939393939393,0.03901539296985325,0.007647017022091237,100
1,Haemaphysalis longicornis,0.44588235294117645,0.18464633309994444,0.03619068128758911,100
3,Haemaphysalis longicornis,0.6485714285714286,0.18656150408161595,0.03656605479999672,100
5,Haemaphysalis longicornis,0.7085106382978723,0.1557790634732281,0.030532696440752703,100
10,Haemaphysalis longicornis,0.7507142857142859,0.13060560144669026,0.02559869788355129,100
20,Haemaphysalis longicornis,0.8125,0.09453584777824503,0.018529026164536028,100
1,Ixodes cookei,0.5383333333333334,0.20906269633504124,0.04097628848166808,100
3,Ixodes cookei,0.7039130434782609,0.12416415856107839,0.024336175077971364,100
5,Ixodes cookei,0.76,0.08759572536809755,0.01716876217214712,100
10,Ixodes cookei,0.7905128205128205,0.05899687643722654,0.011563387781696402,100
20,Ixodes cookei,0.819655172413793,0.06177316410896561,0.012107540165357259,100
1,Ixodes dentatus,0.6420833333333335,0.2060136003650088,0.04037866567154172,100
3,Ixodes dentatus,0.7563636363636362,0.19017963748888037,0.037275208947820555,100
5,Ixodes dentatus,0.7895,0.1752768373087833,0.034354260112521524,100
10,Ixodes dentatus,0.9266666666666667,0.11816023285567483,0.023159405639712267,100
20,Ixodes dentatus,0.996,0.028141058827257936,0.005515647530142555,100
1,Ixodes scapularis,0.5889017341040463,0.2552139050358591,0.05002192538702838,100
3,Ixodes scapularis,0.8344444444444444,0.10827752209824039,0.021222394331255116,100
5,Ixodes scapularis,0.8846745562130177,0.08946382748855317,0.017534910187756422,100
10,Ixodes scapularis,0.918170731707317,0.04941673636082391,0.009685680326721485,100
20,Ixodes scapularis,0.9447402597402598,0.03114169475500095,0.006103772171980186,100
