sample_id,species,sex,life_stage,attached,pathogen,pathogen_result,tick_condition,dim1,dim2
100-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-16.071516,-25.340147
102-01,Ixodes scapularis,Female,Adult,Unknown,None,negative,Unfed,0.25619358,21.754862
104-01,Ixodes scapularis,Female,Adult,Unknown,None,negative,Fed,-2.1523461,20.494669
106-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Unfed,-20.233816,-15.467345
107-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-20.070402,-16.653503
107-02,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-20.874163,-14.874871
115-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-18.694328,-23.36758
116-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,-26.680702,-2.2885795
117-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-18.009926,-24.280056
119-01,Dermacentor variabilis,Male,Unknown,Unknown,None,negative,Fed,-25.747475,-12.564608
120-01,Ixodes scapularis,Female,Adult,Unknown,Borrelia burgdorferii s.s.,Positive,Fed,8.104682,35.86865
123-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-18.708271,-17.808655
124-01,Ixodes scapularis,Female,Adult,Unknown,None,negative,Fed,8.109367,32.83841
125-01,Ixodes scapularis,Female,Adult,Unknown,Borrelia burgdorferii s.s.,Positive,Unfed,10.817023,34.778545
126-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Unfed,-19.105022,-15.7337885
128-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,-18.438568,-22.017477
129-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,-16.696493,-16.828588
131-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,-13.242889,0.9432439
132-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Engorged,-13.4021435,1.198472
133-02,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,-5.0214925,-22.359415
135-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,-11.728701,11.033255
137-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-9.438474,10.061023
138-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,-15.865199,-14.683793
139-01,Amblyomma americanum,Female,Adult,Unknown,Rickettsia amblyommatis,Positive,Unfed,13.030587,-5.4255257
140-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Unfed,-16.660967,-17.675602
141-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Unfed,-28.42754,-7.1024857
142-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,-15.136539,2.4544733
143-01,Amblyomma americanum,Female,Adult,Unknown,Rickettsia amblyommatis,Positive,Unfed,11.173841,-19.36228
144-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,-10.939256,10.309919
145-01,Dermacentor variabilis,Unknown,Unknown,Unknown,None,negative,Unfed,-22.033705,-1.5194687
146-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-29.70526,-7.237755
147-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,-17.920475,-23.030348
148-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,-27.246286,-0.5024587
150-01,Amblyomma americanum,Male,Adult,Unknown,Rickettsia amblyommatis,Positive,Fed,11.334862,-19.772346
152-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-23.163729,-3.6446288
154-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-19.841183,-6.46547
155-01,Ixodes scapularis,Unknown,Nymph,Unknown,None,negative,Engorged,14.415289,21.111038
156-01,Ixodes scapularis,Unknown,Nymph,Unknown,None,negative,Engorged,10.3209505,25.74555
157-01,Ixodes scapularis,Female,Adult,Unknown,None,negative,Engorged,4.794613,31.089054
158-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Engorged,-17.945171,-19.90436
159-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-29.881914,2.788806
162-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Engorged,-29.555708,-8.321757
164-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-30.03361,-9.788679
166-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Engorged,-27.38948,-0.20823483
166-02,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Engorged,-29.496218,-3.9689777
167-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-6.3573456,-22.8247
169-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-29.201208,-6.6871676
171-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-16.684637,5.6070623
172-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,0.37102664,11.679234
174-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,-15.639708,-19.630592
176-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Unfed,-7.6856947,-24.66483
178-01,Ixodes scapularis,Unknown,Nymph,Unknown,None,negative,Unfed,15.062135,24.892847
179-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Unfed,-27.407515,-13.627521
179-02,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-17.445091,3.8239198
18-01,Ixodes scapularis,Female,Adult,Unknown,Borrelia burgdorferii s.s.,Positive,Fed,7.4536858,44.336548
182-01,Ixodes scapularis,Female,Adult,Unknown,None,negative,Fed,4.256772,18.821531
184-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,-21.428019,-2.8169265
185-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-16.560568,-19.675644
187-01,Ixodes scapularis,Female,Adult,Unknown,Borrelia burgdorferii s.s.,Positive,Engorged,-0.08870667,17.895702
188-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,-6.6729054,5.215315
189-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,-12.409131,3.2123663
190-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Unfed,-17.190405,-23.857224
19-01,Amblyomma americanum,Female,Adult,Unknown,None,negative,Unfed,9.949786,-15.804399
19-02,Amblyomma americanum,Unknown,Nymph,Unknown,Rickettsia amblyommatis,Positive,Unfed,15.350867,-14.413749
191-01,Amblyomma americanum,Female,Adult,Unknown,None,negative,Unfed,-7.1054745,1.170746
192-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-15.050162,-14.649282
193-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Unfed,-15.732162,-19.246479
194-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-24.892057,3.4417958
195-01,Amblyomma americanum,Female,Adult,Unknown,None,negative,Fed,11.982784,-5.7993526
196-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Unfed,-22.818577,-8.403277
197-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,-8.118648,8.005988
199-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-8.26046,7.851549
200-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Unfed,-28.30298,-8.470055
20-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-4.3362007,-21.583874
201-01,Amblyomma americanum,Female,Adult,Unknown,Rickettsia amblyommatis,Positive,Fed,12.191554,5.4604387
202-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,0.86358565,15.807682
204-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Engorged,-27.086775,5.2444787
205-01,Ixodes scapularis,Female,Adult,Unknown,None,negative,Fed,6.970206,14.942093
206-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-22.465014,6.5092816
207-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-31.140293,-12.016456
208-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-14.126495,7.2886667
209-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-15.421112,6.9957247
210-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Undetermined,-24.960135,0.8618046
21-01,Haemaphysalis longicornis,Female,Adult,Unknown,Borrelia burgdorferii s.s.,Positive,Fed,10.6230545,0.54645777
211-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-16.310333,6.080317
214-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-17.914284,3.2662737
215-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-13.350307,-11.304343
218-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-0.81456226,9.808064
219-01,Ixodes scapularis,Unknown,Nymph,Unknown,None,negative,Undetermined,9.542295,23.228418
220-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-25.974197,-5.511994
22-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Engorged,-10.54965,-23.071049
221-01,Ixodes scapularis,Female,Adult,Unknown,None,negative,Engorged,6.1481028,30.013048
225-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Engorged,-5.9200435,3.600989
225-02,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-17.651047,-9.35423
226-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Undetermined,-23.851517,4.649822
229-01,Ixodes scapularis,Unknown,Nymph,Unknown,None,negative,Engorged,12.551017,24.413334
23-01,Ixodes scapularis,Female,Adult,Unknown,None,negative,Undetermined,11.368704,44.50365
2315-01,Ixodes scapularis,Female,Adult,Unknown,None,negative,Fed,6.1024942,33.668346
234-01,Amblyomma americanum,Unknown,Nymph,Unknown,Rickettsia amblyommatis,Positive,Fed,0.7111616,3.7986681
235-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Undetermined,-25.606236,6.010036
238-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Undetermined,-22.510172,-0.7636069
239-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Undetermined,-27.922962,5.254203
240-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-27.617641,6.4635615
24-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-6.779146,-19.690752
241-01,Amblyomma americanum,Unknown,Nymph,Unknown,None,negative,Undetermined,3.9553046,-3.716988
243-01,Ixodes scapularis,Unknown,Nymph,Unknown,None,negative,Fed,10.146762,12.32431
244-01,Ixodes scapularis,Unknown,Nymph,Unknown,None,negative,Fed,10.405776,23.219984
248-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Undetermined,-19.673824,-8.822092
250-01,Ixodes scapularis,Unknown,Nymph,Unknown,None,negative,Undetermined,11.025506,22.41617
25-01,Ixodes scapularis,Unknown,Adult,Unknown,None,negative,Fed,3.6468465,41.69812
251-01,Ixodes scapularis,Unknown,Nymph,Unknown,None,negative,Engorged,9.246553,19.64092
252-01,Amblyomma americanum,Unknown,Nymph,Unknown,Rickettsia amblyommatis,Positive,Undetermined,3.8870869,-4.133233
254-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-7.9839883,3.601521
255-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Undetermined,-26.722,-4.1783094
256-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-26.29799,7.919915
258-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-5.78572,12.34004
259-01,Ixodes scapularis,Unknown,Nymph,Unknown,None,negative,Undetermined,9.902093,22.066021
260-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-27.855654,-4.7101874
26-01,Haemaphysalis longicornis,Female,Adult,Unknown,None,negative,Fed,12.600809,-0.0138678085
261-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,1.6853976,11.662529
262-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,-8.09544,4.2763696
264-01,Ixodes scapularis,Female,Adult,Unknown,None,negative,Unfed,4.6556683,30.592464
265-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Unfed,-27.101274,-4.9521565
268-01,Ixodes scapularis,Unknown,Nymph,Unknown,None,negative,Unfed,9.867675,20.930632
270-01,Ixodes scapularis,Female,Adult,Unknown,None,negative,Unfed,5.24808,30.243204
27-01,Ixodes scapularis,Female,Adult,Unknown,None,negative,Unfed,5.975153,42.93977
27-02,Ixodes scapularis,Female,Adult,Unknown,Borrelia burgdorferi s.l.,Positive,Unfed,8.378439,42.77458
273-01,Ixodes scapularis,Unknown,Nymph,Unknown,None,negative,Unfed,7.973705,22.469206
274-01,Ixodes scapularis,Unknown,Nymph,Unknown,Borrelia burgdorferii s.s.,Positive,Undetermined,12.537929,21.152851
276-01,Amblyomma americanum,Male,Adult,Unknown,None,negative,Fed,4.2446113,-5.501593
277-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-29.63728,5.834883
279-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Undetermined,-25.442154,-6.8156857
28-01,Ixodes scapularis,Female,Adult,Unknown,Borrelia burgdorferi s.l.,Positive,Fed,8.498901,44.194645
284-01,Ixodes scapularis,Unknown,Nymph,Unknown,None,negative,Undetermined,13.877805,21.699348
286-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Undetermined,-12.141077,-1.2605717
287-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-10.9918375,7.9708486
288-01,Amblyomma americanum,Unknown,Nymph,Unknown,Rickettsia amblyommatis,Positive,Fed,5.549467,-4.080929
29-01,Haemaphysalis longicornis,Female,Adult,Unknown,None,negative,Fed,12.338108,0.95128953
29-02,Haemaphysalis longicornis,Female,Adult,Unknown,None,negative,Fed,3.7660987,-15.373305
292-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Undetermined,-22.509918,-7.127621
293-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Engorged,-19.904322,-1.7044003
295-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Undetermined,-23.70651,-0.056206547
296-01,Ixodes scapularis,Unknown,Nymph,Unknown,None,negative,Unfed,5.302448,6.9478407
297-01,Ixodes scapularis,Unknown,Nymph,Unknown,None,negative,Unfed,12.450075,22.772352
298-01,Ixodes scapularis,Unknown,Nymph,Unknown,None,negative,Unfed,10.662979,20.190548
299-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Unfed,-27.496687,-6.2708955
30-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Unfed,-10.148244,-21.875164
30-02,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,-10.443635,-23.23731
303-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Unfed,-25.609293,-10.256608
304-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,-21.949791,-1.1787872
306-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-16.418047,-10.0202
307-01,Ixodes scapularis,Unknown,Nymph,Unknown,None,negative,Unfed,9.263331,16.93982
308-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-14.0786495,-5.9572577
310-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,-1.9388692,8.921699
310-02,Ixodes scapularis,Unknown,Nymph,Unknown,None,negative,Unfed,4.8288608,15.260334
31-02,Amblyomma americanum,Female,Adult,Unknown,Rickettsia amblyommatis,Positive,Unfed,1.8924906,-18.55015
31-03,Amblyomma americanum,Female,Adult,Unknown,Rickettsia amblyommatis,Positive,Unfed,9.777932,-0.57269186
311-01,Amblyomma americanum,Unknown,Nymph,Unknown,Rickettsia amblyommatis,Positive,Unfed,20.84117,1.6391933
312-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,-26.410683,1.0202955
317-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,-25.686962,-0.33046347
320-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,0.7023054,15.81439
32-01,Ixodes scapularis,Female,Adult,Unknown,None,negative,Unfed,9.928668,42.31231
321-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,-13.608169,-4.73797
322-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Unfed,-14.888305,-6.0199876
323-01,Ixodes scapularis,Female,Adult,Unknown,None,negative,Unfed,1.7626052,26.766361
324-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,9.592212,6.0177393
325-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,-11.18229,-2.2828712
328-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-22.255707,2.138303
329-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,-5.0066314,10.751972
330-01,Ixodes scapularis,Female,Adult,Unknown,None,negative,Unfed,-0.80202734,5.1229153
331-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-31.376621,-0.14634852
332-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-27.751223,2.3726687
334-01,Ixodes scapularis,Unknown,Nymph,Unknown,None,negative,Undetermined,8.8074875,24.709772
337-01,Amblyomma americanum,Female,Adult,Unknown,None,negative,Undetermined,-5.633123,-3.119218
339-01,Ixodes scapularis,Female,Adult,Unknown,None,negative,Undetermined,2.6804075,28.0197
34-01,Amblyomma americanum,Female,Adult,Unknown,None,negative,Unfed,10.092468,0.75714993
34-02,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Unfed,-7.9718957,-21.144444
342-01,Amblyomma americanum,Female,Adult,Unknown,Rickettsia amblyommatis,Positive,Undetermined,-4.01289,-4.6909776
342-02,Amblyomma americanum,Male,Adult,Unknown,None,negative,Fed,-4.699533,-1.286081
346-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-22.01859,2.8214798
347-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Undetermined,-8.366524,-2.4015658
349-01,Ixodes scapularis,Unknown,Nymph,Unknown,Borrelia burgdorferii s.s.,Positive,Undetermined,8.735189,25.001848
35-01,Amblyomma americanum,Female,Adult,Unknown,None,negative,Fed,7.356459,-15.724791
35-02,Amblyomma americanum,Female,Adult,Unknown,Rickettsia amblyommatis,Positive,Fed,10.283954,1.617492
35-03,Ixodes scapularis,Female,Adult,Unknown,None,negative,Fed,11.592776,43.212376
351-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-15.06194,6.347569
352-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-12.466427,-0.9826545
353-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-23.037697,1.9901198
355-01,Ixodes scapularis,Unknown,Nymph,Unknown,Borrelia burgdorferii s.s.,Positive,Fed,14.973522,22.311794
356-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Unfed,-29.13671,4.877735
357-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-22.058928,1.9220682
358-01,Ixodes scapularis,Unknown,Nymph,Unknown,Borrelia burgdorferii s.s.,Positive,Undetermined,9.122925,26.49151
358-02,Ixodes scapularis,Unknown,Nymph,Unknown,None,negative,Undetermined,10.849793,18.889553
359-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-24.3606,2.0619645
360-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-8.142546,6.436839
36-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-4.823414,-20.882431
36-02,Ixodes scapularis,Female,Adult,Unknown,Borrelia burgdorferi s.l.,Positive,Fed,11.680543,42.416023
361-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Undetermined,-1.4959593,11.654529
362-01,Amblyomma americanum,Male,Adult,Unknown,Rickettsia amblyommatis,Positive,Fed,9.377377,9.661499
363-01,Amblyomma americanum,Male,Adult,Unknown,Rickettsia amblyommatis,Positive,Fed,9.242134,9.339363
364-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-8.921126,-2.8699515
365-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Undetermined,-26.431057,-7.6375594
365-02,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-27.242287,-10.062872
370-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Undetermined,-6.5187597,7.5974717
37-01,Amblyomma americanum,Female,Adult,Unknown,None,negative,Undetermined,14.047365,1.0464667
37-02,Amblyomma americanum,Female,Adult,Unknown,Rickettsia amblyommatis,Positive,Fed,11.036256,1.704944
37-03,Amblyomma americanum,Female,Adult,Unknown,Rickettsia amblyommatis,Positive,Fed,5.6010294,-13.236282
37-04,Haemaphysalis longicornis,Female,Adult,Unknown,None,negative,Undetermined,12.918931,2.3852124
37-05,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Undetermined,-5.355516,-16.382998
37-06,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Undetermined,-5.6315317,-16.39524
37-07,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Undetermined,-6.875267,-15.3674345
372-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-19.93327,-4.571154
376-01,Amblyomma americanum,Male,Adult,Unknown,None,negative,Undetermined,3.7163794,-5.2056336
38-01,Ixodes scapularis,Female,Adult,Unknown,Borrelia miyamotoi,Positive,Fed,10.397568,43.7734
39-01,Amblyomma americanum,Female,Adult,Unknown,Rickettsia amblyommatis,Positive,Engorged,9.676529,1.4719125
400-01,Ixodes scapularis,Female,Adult,"Yes, unknown length of time",None,negative,Fed,0.9460174,21.022148
40-01,Amblyomma americanum,Female,Adult,Unknown,None,negative,Undetermined,6.3903413,-15.717018
40-02,Amblyomma americanum,Female,Adult,Unknown,None,negative,Undetermined,6.6608872,-15.006594
402-01,Dermacentor variabilis,Female,Adult,"Yes, less than 24 hours",None,negative,Undetermined,-19.119972,-3.081152
405-01,Amblyomma americanum,Unknown,Nymph,"Yes, less than 24 hours",None,negative,Fed,0.5614174,3.933313
407-01,Dermacentor variabilis,Female,Adult,"Yes, unknown length of time",None,negative,Fed,-3.8308098,12.873938
408-01,Dermacentor variabilis,Female,Adult,"Yes, unknown length of time",None,negative,Fed,-24.892654,-0.25057533
409-01,Dermacentor variabilis,Male,Adult,"Yes, less than 24 hours",None,negative,Fed,-14.360331,-10.520343
41-01,Ixodes scapularis,Female,Adult,Unknown,Borrelia burgdorferi s.l.,Positive,Undetermined,9.034507,43.679695
41-02,Ixodes scapularis,Male,Adult,Unknown,Borrelia burgdorferi s.l.,Positive,Fed,3.3899527,40.520325
41-03,Ixodes scapularis,Female,Adult,Unknown,Borrelia burgdorferi s.l.,Positive,Fed,7.362458,42.369774
41-04,Ixodes scapularis,Female,Adult,Unknown,Borrelia burgdorferi s.l.,Positive,Fed,7.6643376,42.077072
41-05,Ixodes scapularis,Male,Adult,Unknown,Borrelia burgdorferi s.l.,Positive,Undetermined,3.4774451,39.796574
41-06,Ixodes scapularis,Female,Adult,Unknown,Borrelia burgdorferi s.l.,Positive,Fed,7.247306,42.007862
411-01,Ixodes scapularis,Unknown,Nymph,"Yes, less than 24 hours",None,negative,Fed,10.704276,20.738564
413-01,Dermacentor variabilis,Female,Adult,"Yes, 24+ hours",None,negative,Fed,-5.579522,11.506962
414-01,Amblyomma americanum,Female,Adult,"Yes, less than 24 hours",None,negative,Unfed,1.9433502,-5.6199245
415-01,Dermacentor variabilis,Male,Adult,"Yes, less than 24 hours",None,negative,Undetermined,-14.346417,-10.372261
416-01,Ixodes scapularis,Unknown,Nymph,"Yes, less than 24 hours",None,negative,Fed,10.723312,24.782192
416-02,Ixodes scapularis,Unknown,Nymph,"Yes, less than 24 hours",None,negative,Fed,9.836723,21.72807
417-01,Ixodes scapularis,Unknown,Nymph,"Yes, 24+ hours",None,negative,Undetermined,11.562158,21.3878
418-01,Dermacentor variabilis,Female,Adult,"Yes, less than 24 hours",None,negative,Fed,-26.70638,2.2262967
42-01,Amblyomma americanum,Female,Adult,Unknown,None,negative,Undetermined,6.315118,-15.189199
42-02,Amblyomma americanum,Male,Adult,Unknown,Rickettsia amblyommatis,Positive,Undetermined,5.468849,-15.499484
424-01,Dermacentor variabilis,Male,Adult,"Yes, unknown length of time",None,negative,Fed,-28.954155,-4.6522326
425-01,Dermacentor variabilis,Male,Adult,"Yes, less than 24 hours",None,negative,Fed,-27.223185,-7.7385306
426-01,Ixodes scapularis,Unknown,Nymph,"Yes, unknown length of time",None,negative,Undetermined,11.429755,20.573301
427-01,Amblyomma americanum,Unknown,Nymph,"Yes, 24+ hours",Rickettsia amblyommatis,Positive,Fed,-1.6281872,6.115326
428-01,Amblyomma americanum,Unknown,Nymph,"Yes, less than 24 hours",None,negative,Fed,-1.4690973,5.897245
429-01,Dermacentor variabilis,Female,Adult,"Yes, unknown length of time",None,negative,Fed,-20.396004,-9.518771
430-01,Dermacentor variabilis,Female,Adult,"Yes, unknown length of time",None,negative,Fed,-18.645369,-0.29359865
43-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Undetermined,-6.3952084,-21.088142
43-02,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-7.7576065,-22.602612
43-03,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Undetermined,-6.195221,-21.74075
43-04,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Engorged,-6.9658833,-21.527777
43-05,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Undetermined,-7.7297606,-21.866646
43-06,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Undetermined,-8.534478,-22.910046
43-07,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-9.1904955,-22.952232
43-08,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-8.729587,-23.128525
43-09,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Undetermined,-9.530848,-23.942318
43-10,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-5.7405076,-21.014828
43-11,Amblyomma americanum,Female,Adult,Unknown,Rickettsia amblyommatis,Positive,Undetermined,8.637091,-15.657543
43-12,Amblyomma americanum,Female,Adult,Unknown,Rickettsia amblyommatis,Positive,Undetermined,6.0892825,-16.143442
43-13,Ixodes scapularis,Female,Adult,Unknown,None,negative,Undetermined,11.059741,44.565544
43-14,Amblyomma americanum,Male,Adult,Unknown,Rickettsia amblyommatis,Positive,Undetermined,1.4257792,-17.484571
43-15,Amblyomma americanum,Male,Adult,Unknown,Rickettsia amblyommatis,Positive,Undetermined,1.6580914,-17.220228
43-16,Amblyomma americanum,Male,Adult,Unknown,Rickettsia amblyommatis,Positive,Fed,1.745157,-17.144175
434-01,Dermacentor variabilis,Female,Adult,"Yes, 24+ hours",None,negative,Undetermined,-4.500366,10.547647
435-01,Dermacentor variabilis,Male,Adult,"Yes, unknown length of time",None,negative,Undetermined,-20.3959,-9.519004
438-01,Dermacentor variabilis,Female,Adult,"Yes, unknown length of time",None,negative,Undetermined,-17.36025,3.0163321
438-02,Dermacentor variabilis,Female,Adult,"Yes, unknown length of time",None,negative,Undetermined,-11.09384,1.3829073
439-01,Dermacentor variabilis,Female,Adult,"Yes, less than 24 hours",None,negative,Undetermined,-18.072147,-4.0849915
44-01,Ixodes scapularis,Female,Adult,Unknown,None,negative,Undetermined,12.252027,45.19136
442-01,Dermacentor variabilis,Male,Adult,"Yes, unknown length of time",None,negative,Fed,-27.42809,3.981713
443-01,Dermacentor variabilis,Female,Adult,"Yes, unknown length of time",None,negative,Fed,-6.508584,8.154335
444-01,Dermacentor variabilis,Female,Adult,"Yes, less than 24 hours",None,negative,Fed,-19.795914,-1.2484775
