sample_id,species,sex,life_stage,attached,pathogen,pathogen_result,tick_condition,dim1,dim2
ZOE-0014-18,Amblyomma americanum,Male,Adult,No,Rickettsia amblyommatis,Positive,Fed,11.986405,-22.119122
ZOE-0014-20,Amblyomma americanum,Male,Adult,Yes,Rickettsia amblyommatis,Positive,Fed,11.571587,-22.989597
ZOE-0016-01,Dermacentor variabilis,Male,Adult,Yes,None,negative,Fed,-17.753942,-16.106762
ZOE-0016-02,Dermacentor variabilis,Female,Adult,Yes,None,negative,Fed,2.9809623,10.352978
ZOE-0016-03,Dermacentor variabilis,Female,Adult,Yes,None,negative,Fed,-18.872114,6.4439535
ZOE-0020-01,Dermacentor variabilis,Female,Adult,Yes,None,negative,Fed,-11.928623,10.587271
ZOE-0020-02,Dermacentor variabilis,Female,Adult,Yes,None,negative,Fed,-11.521056,-9.644465
ZOE-0021-02,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-10.9624815,10.288989
ZOE-0021-03,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,9.775213,5.8805604
ZOE-0022-02,Ixodes scapularis,Female,Adult,Unknown,Borrelia burgdorferii s.s.,Positive,Unfed,-0.8193442,20.429228
ZOE-0022-03,Ixodes scapularis,Male,Adult,Unknown,None,negative,Unfed,12.588007,35.597164
ZOE-0024-01,Ixodes scapularis,Female,Adult,Unknown,None,negative,Unfed,4.0488796,12.57924
ZOE-0024-06,Ixodes scapularis,Male,Adult,Unknown,None,negative,Engorged,10.513652,37.601788
ZOE-0024-07,Ixodes scapularis,Female,Adult,Unknown,None,negative,Engorged,7.991321,38.57276
ZOE-0024-08,Ixodes scapularis,Female,Adult,Unknown,None,negative,Unfed,7.12653,37.38886
ZOE-0024-09,Ixodes scapularis,Female,Adult,Unknown,None,negative,Unfed,7.994463,37.69547
ZOE-0024-10,Ixodes scapularis,Female,Adult,Unknown,None,negative,Unfed,-1.1244891,18.71656
ZOE-0024-11,Ixodes scapularis,Male,Adult,Unknown,None,negative,Unfed,4.5070724,36.263905
ZOE-0024-15,Ixodes scapularis,Female,Adult,Unknown,None,negative,Unfed,7.162863,36.324818
ZOE-0024-17,Ixodes scapularis,Female,Adult,Unknown,None,negative,Unfed,-1.6721507,17.916605
ZOE-0024-19,Ixodes scapularis,Male,Adult,Unknown,None,negative,Fed,10.218524,37.186367
ZOE-0024-20,Ixodes scapularis,Female,Adult,Unknown,None,negative,Fed,6.9622617,37.810287
ZOE-0024-21,Ixodes scapularis,Female,Adult,Unknown,None,negative,Fed,9.63389,36.960423
ZOE-0025-01,Ixodes scapularis,Female,Adult,Unknown,None,negative,Fed,7.370209,35.038494
ZOE-0025-03,Ixodes scapularis,Female,Adult,Unknown,None,negative,Fed,5.3335047,10.616847
ZOE-0026-01,Ixodes scapularis,Female,Adult,Unknown,None,negative,Unfed,5.667077,34.66366
ZOE-0026-02,Ixodes scapularis,Male,Adult,Unknown,None,negative,Unfed,3.3882358,35.446884
ZOE-0026-04,Ixodes scapularis,Female,Adult,Unknown,None,negative,Unfed,5.604784,34.870083
ZOE-0045-02,Dermacentor variabilis,Female,Adult,Yes,None,negative,Undetermined,-9.34418,-3.643413
ZOE-0070-01,Ixodes scapularis,Female,Adult,Yes,None,negative,Undetermined,-2.1238954,13.723684
ZOE-0077-01,Dermacentor variabilis,Male,Adult,Yes,None,negative,Unfed,-30.826862,-7.9546537
ZOE-0077-02,Dermacentor variabilis,Female,Adult,Yes,None,negative,Unfed,-28.874392,-0.878293
ZOE-0078-02,Dermacentor variabilis,Female,Adult,Yes,None,negative,Unfed,-28.094147,-1.6183286
ZOE-0078-03,Dermacentor variabilis,Male,Adult,Yes,None,negative,Unfed,-24.474117,-12.710758
ZOE-0079-01,Dermacentor variabilis,Male,Adult,Yes,None,negative,Unfed,-29.543386,-0.18246049
ZOE-0079-02,Ixodes scapularis,Female,Adult,Yes,None,negative,Unfed,3.0254655,26.561
ZOE-0079-03,Ixodes scapularis,Female,Adult,Yes,None,negative,Unfed,-0.17390285,17.882992
ZOE-0079-04,Amblyomma americanum,Male,Adult,Yes,None,negative,Unfed,-0.20611605,-5.37116
ZOE-0079-05,Amblyomma americanum,Male,Adult,Yes,Rickettsia amblyommatis,Positive,Unfed,3.114776,-6.3344994
ZOE-0079-06,Amblyomma americanum,Male,Adult,Yes,None,negative,Unfed,3.515485,-5.811877
ZOE-0079-07,Amblyomma americanum,Female,Adult,Yes,None,negative,Undetermined,2.8298013,-7.456878
ZOE-0079-08,Amblyomma americanum,Female,Adult,Yes,Rickettsia amblyommatis,Positive,Fed,-3.964625,-3.8199663
ZOE-0079-09,Amblyomma americanum,Male,Adult,Yes,None,negative,Fed,0.3347617,-6.5988975
ZOE-0079-10,Dermacentor variabilis,Female,Adult,Yes,None,negative,Fed,-23.88104,-3.7201045
ZOE-0082-01,Amblyomma americanum,Female,Adult,Yes,None,negative,Fed,1.9521728,-8.043865
ZOE-0082-02,Dermacentor variabilis,Male,Adult,Yes,None,negative,Fed,-23.93134,-10.291173
ZOE-0082-03,Dermacentor variabilis,Male,Adult,Yes,None,negative,Fed,-23.894083,-8.829075
ZOE-0082-04,Dermacentor variabilis,Male,Adult,Yes,None,negative,Unfed,-29.113176,-11.943027
ZOE-0082-05,Dermacentor variabilis,Male,Adult,Yes,None,negative,Fed,-28.821182,-9.934714
ZOE-0082-07,Dermacentor variabilis,Female,Adult,Yes,None,negative,Fed,-0.36591074,11.924691
ZOE-0082-08,Dermacentor variabilis,Male,Adult,Yes,None,negative,Fed,-21.529945,-9.370912
ZOE-0083-01,Dermacentor variabilis,Female,Adult,No,None,negative,Fed,-24.555696,-2.988295
ZOE-0084-01,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-27.973192,-12.039553
ZOE-0084-02,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-12.449954,4.221386
ZOE-0084-04,Dermacentor variabilis,Male,Adult,Unknown,None,negative,Fed,-25.66563,9.2732
ZOE-0084-05,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-10.613856,3.916185
ZOE-0084-06,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-13.450689,6.31219
ZOE-0088-01,Dermacentor variabilis,Male,Adult,Yes,None,negative,Fed,-21.234867,-7.6845274
ZOE-0088-02,Dermacentor variabilis,Female,Adult,Yes,None,negative,Fed,-14.091671,5.0922914
ZOE-0089-01,Dermacentor variabilis,Female,Adult,Yes,None,negative,Fed,-25.925451,-3.6769567
ZOE-0089-02,Dermacentor variabilis,Male,Adult,Yes,None,negative,Fed,-27.823149,-9.919049
ZOE-0089-03,Dermacentor variabilis,Female,Adult,Yes,None,negative,Fed,-12.262446,5.7372713
ZOE-0089-04,Dermacentor variabilis,Male,Adult,Yes,None,negative,Fed,-26.868032,5.2217755
ZOE-0089-05,Ixodes scapularis,Unknown,Larva,Yes,None,negative,Fed,12.347056,19.482595
ZOE-0089-06,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Fed,-21.262459,-2.4997075
ZOE-0090-01,Dermacentor variabilis,Female,Adult,No,None,negative,Fed,-14.75772,-4.953573
ZOE-0090-02,Dermacentor variabilis,Male,Adult,Yes,None,negative,Fed,-15.58346,-4.021159
ZOE-0090-03,Dermacentor variabilis,Female,Adult,Yes,None,negative,Unfed,-20.536701,2.0803142
ZOE-0090-04,Dermacentor variabilis,Female,Adult,Yes,None,negative,Unfed,-10.288075,0.22915907
ZOE-0090-05,Dermacentor variabilis,Male,Adult,No,None,negative,Unfed,-15.578249,-4.111222
ZOE-0091-01,Dermacentor variabilis,Female,Adult,No,None,negative,Unfed,-0.33950153,11.899041
ZOE-0091-02,Dermacentor variabilis,Male,Adult,Yes,None,negative,Unfed,-21.660015,-11.188614
ZOE-0095-01,Dermacentor variabilis,Female,Adult,Yes,None,negative,Unfed,-12.816474,5.5936728
ZOE-0095-02,Dermacentor variabilis,Male,Adult,No,None,negative,Unfed,-24.66329,-11.550436
ZOE-0095-03,Dermacentor variabilis,Male,Adult,Yes,None,negative,Unfed,-27.16923,-11.646092
ZOE-0095-04,Dermacentor variabilis,Male,Adult,Yes,None,negative,Unfed,-28.734497,-12.765224
ZOE-0096-01,Dermacentor variabilis,Female,Adult,No,None,negative,Unfed,1.4219966,8.188407
ZOE-0096-02,Amblyomma americanum,Female,Adult,No,None,negative,Unfed,1.9069297,-5.4445057
ZOE-0096-03,Dermacentor variabilis,Male,Adult,No,None,negative,Unfed,-26.491903,-8.496976
ZOE-0096-04,Dermacentor variabilis,Male,Adult,No,None,negative,Unfed,-25.062359,-7.4661922
ZOE-0096-05,Dermacentor variabilis,Female,Adult,No,None,negative,Unfed,-10.656828,6.181181
ZOE-0096-06,Dermacentor variabilis,Female,Adult,No,None,negative,Unfed,-10.7322035,7.244633
ZOE-0096-07,Dermacentor variabilis,Male,Adult,No,None,negative,Unfed,-16.452614,-10.033123
ZOE-0097-01,Dermacentor variabilis,Female,Adult,Yes,None,negative,Unfed,-5.548185,5.6085443
ZOE-0100-01,Dermacentor variabilis,Female,Adult,Unknown,None,negative,Unfed,-31.293694,-5.665734
ZOE-0100-02,Dermacentor variabilis,Male,Adult,Yes,None,negative,Unfed,-26.024033,-9.296589
ZOE-0100-03,Dermacentor variabilis,Female,Adult,Yes,None,negative,Unfed,-7.471422,-1.7862388
ZOE-0100-04,Dermacentor variabilis,Female,Adult,Yes,None,negative,Unfed,-11.522238,5.6747684
ZOE-0101-01,Dermacentor variabilis,Female,Adult,Yes,None,negative,Unfed,-13.681921,4.183966
ZOE-0101-02,Ixodes scapularis,Unknown,Nymph,Yes,None,negative,Unfed,14.887573,24.552881
